Sponsor EntityID,Sponsor CTDS,Sponsor Name,Site EntityID,Site CTDS,Site Name,Percent Eligible for Meals,Total Enrolled as of Last Day in October
4442,110221000,Coolidge Unified District,80440,110221008,San Tan Heights Elementary,65%,730
4442,110221000,Coolidge Unified District,5911,110221001,West Elementary School,86%,638
79988,078975000,"Cortez Park Charter Middle School, Inc.",79989,078975101,Imagine Cortez Park Middle,90-94%,192
4487,130406000,Cottonwood-Oak Creek Elementary District,6123,130406101,Cottonwood Elementary School,70%,411
4487,130406000,Cottonwood-Oak Creek Elementary District,6124,130406102,Cottonwood Middle School,69%,717
4487,130406000,Cottonwood-Oak Creek Elementary District,6126,130406104,Dr Daniel Bright Elementary School,67%,440
4487,130406000,Cottonwood-Oak Creek Elementary District,10856,138654001,New Visions Academy,25-29%,48
4487,130406000,Cottonwood-Oak Creek Elementary District,6125,130406103,Oak Creek Elementary School,69%,273
4487,130406000,Cottonwood-Oak Creek Elementary District,79852,130406105,Tavasci Elementary School - Closed,73%,360
4423,108727000,CPLC Community Schools dba Calli Ollin High School,87412,108505001,Hiaki High School,90-94%,64
80032,108793000,CPLC Community Schools dba Toltecalli High School,80033,108793201,Toltecali High School,95-97%,165
4501,140413000,Crane Elementary District,78935,140413107,Centennial Middle School,65%,661
4501,140413000,Crane Elementary District,6172,140413103,Crane Middle School,70%,748
4501,140413000,Crane Elementary District,85833,140413108,Gary A. Knox Elementary School,72%,645
4501,140413000,Crane Elementary District,6174,140413105,H L Suverkrup Elementary School,70%,412
4501,140413000,Crane Elementary District,89582,140413130,Mesquite Elementary,44%,617
4501,140413000,Crane Elementary District,6168,140413101,Pueblo Elementary School,67%,766
4501,140413000,Crane Elementary District,6169,140413102,Rancho Viejo Elementary School,82%,411
4501,140413000,Crane Elementary District,6173,140413104,Ronald Reagan Fundamental School,65%,598
4501,140413000,Crane Elementary District,85834,140413109,Salida Del Sol Elementary,72%,668
4501,140413000,Crane Elementary District,6175,140413106,Valley Horizon Elementary School,77%,656
4263,070414000,Creighton Elementary District,5289,070414180,Biltmore Preparatory Academy,62%,238
4263,070414000,Creighton Elementary District,80050,078524001,Career Success School - Sage Campus,82%,244
4263,070414000,Creighton Elementary District,5283,070414110,Creighton Elementary School,97%,834
4263,070414000,Creighton Elementary District,79285,070414190,Excelencia School,96%,980
4263,070414000,Creighton Elementary District,6023,070414120,Gateway School,98%,839
4263,070414000,Creighton Elementary District,5284,070414130,Larry C Kennedy School,93%,800
4263,070414000,Creighton Elementary District,5285,070414140,Loma Linda Elementary School,95%,847
4263,070414000,Creighton Elementary District,5287,070414160,Monte Vista Elementary School,97%,913
4263,070414000,Creighton Elementary District,5288,070414170,Papago School,94%,949
4263,070414000,Creighton Elementary District,80475,078992001,StarShine Academy,70-74%,118
4263,070414000,Creighton Elementary District,87058,072190002,The ACES-East,75-79%,94
4263,070414000,Creighton Elementary District,5286,070414150,William T Machan Elementary School,98%,730
80235,072702000,"Crisis Nursery, Inc.",80236,072702001,"Crisis Nursery, Inc.",>=90%,36
79049,108666000,Daisy Education Corporation dba Sonoran Science Academy,79127,108666001,Sonoran Science Academy - Tucson,21%,807
90332,078569000,Daisy Education Corporation dba Sonoran Science Academy - Ahwatukee,89856,078569001,Sonoran Science Academy - Ahwatukee,30-34%,114
4246,070297000,Deer Valley Unified District,78922,070297137,Anthem School,15%,874
4246,070297000,Deer Valley Unified District,5154,070297127,Arrowhead Elementary School,27%,756
4246,070297000,Deer Valley Unified District,5162,070297224,Barry Goldwater High School,43%,1879
4246,070297000,Deer Valley Unified District,5151,070297122,Bellair Elementary School,52%,427
4246,070297000,Deer Valley Unified District,85850,070297245,Boulder Creek High School,14%,2374
4246,070297000,Deer Valley Unified District,88399,070297148,Canyon Springs,28%,939
4246,070297000,Deer Valley Unified District,5146,070297115,Constitution Elementary School,85%,615
4246,070297000,Deer Valley Unified District,5160,070297134,Copper Creek Elementary,12%,891
4246,070297000,Deer Valley Unified District,5161,070297219,Deer Valley High School,31%,1955
4246,070297000,Deer Valley Unified District,5142,070297111,Deer Valley Middle School,64%,759
4246,070297000,Deer Valley Unified District,5159,070297132,Desert Mountain School,23%,997
4246,070297000,Deer Valley Unified District,5156,070297129,Desert Sage Elementary School,22%,680
4246,070297000,Deer Valley Unified District,5150,070297121,Desert Sky Middle School,39%,769
4246,070297000,Deer Valley Unified District,5148,070297118,Desert Winds Elementary School,66%,480
4246,070297000,Deer Valley Unified District,85851,070297146,Diamond Canyon Elementary,15%,1028
4246,070297000,Deer Valley Unified District,5157,070297130,Esperanza Elementary School,50%,557
4246,070297000,Deer Valley Unified District,80318,070297142,Gavilan Peak Elementary,13%,867
4246,070297000,Deer Valley Unified District,5152,070297123,Greenbrier Elementary School,27%,525
4246,070297000,Deer Valley Unified District,78921,070297136,Highland Lakes School,20%,838
4246,070297000,Deer Valley Unified District,5155,070297128,Hillcrest Middle School,13%,1140
4246,070297000,Deer Valley Unified District,5158,070297131,Las Brisas Elementary School,16%,904
4246,070297000,Deer Valley Unified District,79290,070297138,Legend Springs Elementary,16%,692
4246,070297000,Deer Valley Unified District,5149,070297120,Mirage Elementary School,50%,507
4246,070297000,Deer Valley Unified District,5163,070297233,Mountain Ridge High School,11%,2370
4246,070297000,Deer Valley Unified District,5153,070297125,Mountain Shadows Elementary School,42%,534
4246,070297000,Deer Valley Unified District,5144,070297113,New River Elementary School,34%,322
4246,070297000,Deer Valley Unified District,89953,070297149,Norterra Canyon K-8,20%,1063
4246,070297000,Deer Valley Unified District,5145,070297114,Park Meadows Elementary School,54%,595
4246,070297000,Deer Valley Unified District,6016,070297135,Paseo Hills Elementary,50%,976
4246,070297000,Deer Valley Unified District,80317,070297241,Sandra Day O'Connor High School,11%,2413
4246,070297000,Deer Valley Unified District,79574,070297139,Sierra Verde Elementary,15%,802
4246,070297000,Deer Valley Unified District,79573,070297140,Stetson Hills Elementary,15%,1023
4246,070297000,Deer Valley Unified District,5147,070297117,Sunrise Elementary School,58%,592
4246,070297000,Deer Valley Unified District,81017,070297144,Sunset Ridge Elementary,16%,1188
4246,070297000,Deer Valley Unified District,81016,070297143,Terramar Elementary,18%,795
4246,070297000,Deer Valley Unified District,5143,070297112,Village Meadows Elementary School,79%,549
4246,070297000,Deer Valley Unified District,87528,070297147,West Wing Elementary,9%,1113
9693,094003000,Dennehotso Boarding School,80377,033904011,Dennehotso Boarding School,80-84%,158
90050,072113000,Desert Heights Academy,90051,072113001,Desert Heights Academy,<=10%,38
81099,078621000,Desert Heights Charter Schools,78950,078621101,Desert Heights Charter School,36%,732
6258,048701000,"Destiny School, Inc.",10807,048701001,Destiny School,84%,277
7295,072102000,Devereux Arizona,7296,072102001,Devereux,>=95%,56
7295,072102000,Devereux Arizona,80424,072102002,EnSueno Group Home,>80%,15
7295,072102000,Devereux Arizona,85811,072102004,Eugie 1 Group Home,>80%,11
7295,072102000,Devereux Arizona,85812,072102005,Eugie 2 Group Home,>80%,16
7295,072102000,Devereux Arizona,85813,072102006,Eugie 3 Group Home,30-39%,26
7295,072102000,Devereux Arizona,85814,072102007,Eugie 4 Group Home,11-19%,36
7295,072102000,Devereux Arizona,85815,072102008,Eugie 5 Group Home,20-24%,47
7295,072102000,Devereux Arizona,85809,072102003,Valor Group Home,>80%,11
80274,094016000,"Dilcon Community School, Inc.",80275,014012006,"Dilcon Community School, Inc.",88%,216
6357,058703000,Discovery Plus Academy,4898,058703001,Discovery Plus Academy,60-64%,89
4174,020227000,Douglas Unified District,4765,020227102,Clawson School,86%,353
4174,020227000,Douglas Unified District,4773,020227210,Douglas High School,77%,1384
4174,020227000,Douglas Unified District,4764,020227101,Early Learning Center,70-74%,51
4174,020227000,Douglas Unified District,4767,020227105,Faras Elementary School,94%,232
4174,020227000,Douglas Unified District,4766,020227104,Joe Carlson Elementary School,95%,439
4174,020227000,Douglas Unified District,4771,020227109,Paul H Huber Jr High School,83%,594
4174,020227000,Douglas Unified District,4770,020227108,Ray Borane Middle School,96%,351
4174,020227000,Douglas Unified District,4768,020227106,Sarah Marley School,95%,312
4174,020227000,Douglas Unified District,4769,020227107,Stevenson Elementary School,75%,487
4228,060202000,Duncan Unified District,4902,060202102,Duncan Elementary,60%,268
4228,060202000,Duncan Unified District,4903,060202203,Duncan High School,35-39%,159
4243,070289000,Dysart Unified District,81111,070289111,Ashton Ranch Elementary School,46%,1112
4243,070289000,Dysart Unified District,89600,070289724,Canyon Ridge School,26%,887
4243,070289000,Dysart Unified District,81112,070289112,Cimarron Springs Elementary,42%,1125
4243,070289000,Dysart Unified District,80052,070289709,Countryside Elementary School,47%,890
4243,070289000,Dysart Unified District,89822,070289126,Desert Moon School,60%,403
4243,070289000,Dysart Unified District,5128,070289101,Dysart Elementary School,70%,886
4243,070289000,Dysart Unified District,5133,070289205,Dysart High School,62%,1724
4243,070289000,Dysart Unified District,5129,070289102,El Mirage School,77%,927
4243,070289000,Dysart Unified District,5132,070289106,Kingswood Elementary School,54%,777
4243,070289000,Dysart Unified District,5130,070289703,Luke Elementary School,60%,927
4243,070289000,Dysart Unified District,84683,070289116,Marley Park Elementary,30%,789
4243,070289000,Dysart Unified District,89604,070289123,Mountain View,30%,1084
4243,070289000,Dysart Unified District,88416,070289122,Parkview Elementary,48%,833
4243,070289000,Dysart Unified District,87621,070289119,Rancho Gabriela,35%,994
4243,070289000,Dysart Unified District,89821,070289127,Riverview School,75%,977
4243,070289000,Dysart Unified District,90134,070289225,Shadow Ridge High School,34%,981
4243,070289000,Dysart Unified District,88414,070289120,Sonoran Heights Elementary,24%,673
4243,070289000,Dysart Unified District,87620,070289118,Sunset Hills Elementary,33%,1145
4243,070289000,Dysart Unified District,5131,070289104,Surprise Elementary School,73%,883
4243,070289000,Dysart Unified District,84684,070289117,Thompson Ranch Elementary,76%,872
4243,070289000,Dysart Unified District,88417,070289220,Valley Vista High School,48%,2310
4243,070289000,Dysart Unified District,79632,070289708,West Point Elementary School,42%,893
4243,070289000,Dysart Unified District,88415,070289121,Western Peaks Elementary,43%,819
4243,070289000,Dysart Unified District,81113,070289210,Willow Canyon High School,33%,2205
89850,078541000,"EAGLE South Mountain Charter, Inc.",89851,078541101,EAGLE College Prep,40%,459
80233,092003000,East Fork Lutheran School,80234,092003001,East Fork Lutheran School,65-69%,74
87401,078509000,"East Mesa Charter Elementary School, Inc.",87402,078509101,Imagine East Mesa Elementary,50%,622
85514,078990000,"E-cademie, A Charter School",85515,078990201,E-cademie,>=98%,153
79216,078916000,"Edkey, Inc.",90350,078916003,Sequoia Academics and Arts Charter School,55-59%,95
79216,078916000,"Edkey, Inc.",78962,078916001,Sequoia Academics and Arts Elementary Charter School,80-84%,186
79981,078971000,"Edkey, Inc. - Arizona Conservatory for Arts and Academics",79982,078971001,Arizona Conservatory for Arts and Academics,37%,261
79981,078971000,"Edkey, Inc. - Arizona Conservatory for Arts and Academics",90349,078971002,Arizona Conservatory for Arts and Academics Middle School,30-34%,146
81043,078740000,"Edkey, Inc. - Redwood Academy",79263,078740101,Sequoia Redwood Charter School,75-79%,72
6446,078915000,"Edkey, Inc. - Sequoia Charter School",79697,078915005,Sequoia Charter Elementary School,79%,432
6446,078915000,"Edkey, Inc. - Sequoia Charter School",90316,078915006,Sequoia Charter Middle School - Closed,80-84%,187
6446,078915000,"Edkey, Inc. - Sequoia Charter School",10849,078915001,Sequoia Secondary School,66%,269
81052,138705000,"Edkey, Inc. - Sequoia Ranch School",89920,138705003,Children First Academy - Phoenix,93%,315
81052,138705000,"Edkey, Inc. - Sequoia Ranch School",89921,138705004,Children First Academy - Tempe,>=98%,209
81052,138705000,"Edkey, Inc. - Sequoia Ranch School",80480,138705001,Sequoia Ranch,85-89%,59
81050,078744000,"Edkey, Inc. - Sequoia School for the Deaf and Hard of Hearing",79219,078744001,Sequoia School for the Deaf and Hard of Hearing,55-59%,79
79211,078917000,"Edkey, Inc. - Sequoia Village School",10848,078917001,Sequoia Village School,68%,226
4341,078717000,"EduPreneurship, Inc.",10752,078717102,EduPreneurship Student Center (ESC) Phoenix,85-89%,79
4185,020412000,Elfrida Elementary District,4795,020412101,Elfrida Elementary School,80-84%,124
4448,110411000,Eloy Elementary District,5939,110411102,Curiel Annex School,85-89%,138
4448,110411000,Eloy Elementary District,5940,110411103,Curiel School,94%,361
4448,110411000,Eloy Elementary District,5941,110411104,Eloy Intermediate School,93%,366
4448,110411000,Eloy Elementary District,5942,110411105,Eloy Junior High School,93%,215
6375,078664000,"Employ-Ability Unlimited, Inc.",5495,078664001,Copper Canyon Academy,68%,260
87336,078505000,Esperanza Community Collegial Academy,87337,078505201,Esperanza Community Collegial Academy,90-94%,43
4335,078711000,Espiritu Community Development Corp.,85887,078711005,Esperanza Montessori Academy,88%,270
4335,078711000,Espiritu Community Development Corp.,5507,078711001,NFL YET College Prep Academy,92%,276
4335,078711000,Espiritu Community Development Corp.,85886,078103001,Reyes Maria Ruiz Leadership Academy,90-94%,194
79214,078901000,"Excalibur Charter Schools, Inc.",81173,078901003,Avalon Elementary,81%,274
88452,099104000,First Mesa Elementary School,80145,093906004,First Mesa Elementary,70-74%,153
4192,030201000,Flagstaff Unified District,4811,030201117,Charles W Sechrist Elementary School,15%,482
4192,030201000,Flagstaff Unified District,4820,030201282,Coconino High School,35%,1503
4192,030201000,Flagstaff Unified District,90766,030201285,Continental Project,>80%,14
4192,030201000,Flagstaff Unified District,4807,030201113,Eva Marshall Elementary School,34%,548
4192,030201000,Flagstaff Unified District,4819,030201281,Flagstaff High School,31%,1665
4192,030201000,Flagstaff Unified District,4812,030201118,John Q Thomas Elementary School,63%,521
4192,030201000,Flagstaff Unified District,4814,030201120,Leupp Public School,90-94%,114
4192,030201000,Flagstaff Unified District,4806,030201112,Lura Kinsey Elementary School,65%,429
4192,030201000,Flagstaff Unified District,4804,030201110,Manuel DeMiguel Elementary School,25%,637
4192,030201000,Flagstaff Unified District,4817,030201124,Mount Elden Middle School,41%,991
4192,030201000,Flagstaff Unified District,90191,030201126,Sinagua Middle School,38%,1111
4192,030201000,Flagstaff Unified District,4805,030201111,Sturgeon Cromer Elementary School,40%,720
4192,030201000,Flagstaff Unified District,4815,030201122,Thomas M Knoles Elementary School,28%,606
4192,030201000,Flagstaff Unified District,4808,030201114,W F Killip Elementary School,75%,469
4192,030201000,Flagstaff Unified District,79665,030201121,Weitzel's Puente de Hozho Bilingual Magnet School,74%,400
4300,078608000,"Florence Crittenton Services of Arizona, Inc.",5466,078608001,Girls Leadership Academy of Arizona,90-94%,128
4437,110201000,Florence Unified School District,88400,110201105,Anthem Elementary School,57%,870
4437,110201000,Florence Unified School District,89587,110201106,Circle Cross Ranch K8 School,53%,901
4437,110201000,Florence Unified School District,85853,110201103,Copper Basin,56%,846
4437,110201000,Florence Unified School District,5897,110201201,Florence High School,40%,817
4437,110201000,Florence Unified School District,5895,110201101,Florence K-8,53%,806
4437,110201000,Florence Unified School District,89858,110201107,Magma Ranch K8 School,70%,779
4437,110201000,Florence Unified School District,90309,110201202,Poston Butte High School,50%,1311
4437,110201000,Florence Unified School District,87537,110201104,Skyline Ranch Elementary School,56%,762
4437,110201000,Florence Unified School District,79415,110201102,Walker Butte K-8,53%,1145
4405,100208000,Flowing Wells Unified District,5784,100208110,Centennial Elementary School,80%,462
4405,100208000,Flowing Wells Unified District,5791,100208210,Flowing Wells High School,62%,1747
4405,100208000,Flowing Wells Unified District,5790,100208170,Flowing Wells Junior High School,73%,820
4405,100208000,Flowing Wells Unified District,5785,100208120,Homer Davis Elementary School,87%,448
4405,100208000,Flowing Wells Unified District,5787,100208140,J Robert Hendricks Elementary School,59%,491
4405,100208000,Flowing Wells Unified District,5788,100208150,Laguna Elementary School,90%,470
4405,100208000,Flowing Wells Unified District,5789,100208160,Robert Richardson Elementary School,45%,440
4405,100208000,Flowing Wells Unified District,6054,100208020,Sentinel Peak High School,75-79%,55
4405,100208000,Flowing Wells Unified District,5786,100208130,Walter Douglas Elementary School,92%,611
4167,020100000,Fort Huachuca Accommodation District,4747,020100102,Colonel Johnston Elementary School,45%,361
4167,020100000,Fort Huachuca Accommodation District,4748,020100103,Colonel Smith Middle School,20%,294
4167,020100000,Fort Huachuca Accommodation District,5982,020100101,General Myer Elementary School,37%,350
4221,050207000,Fort Thomas Unified District,4892,050207101,Fort Thomas Elementary School,88%,306
4221,050207000,Fort Thomas Unified District,4893,050207202,Fort Thomas High School,77%,216
4221,050207000,Fort Thomas Unified District,90064,050207701,Mt. Turnbull Academy,70-79%,31
79973,098750000,"Founding Fathers Academies, Inc",79974,098750001,Jefferson Academy of Advanced Learning,70-74%,184
4247,070298000,Fountain Hills Unified District,5167,070298205,Fountain Hills High School,25-29%,170
4247,070298000,Fountain Hills Unified District,5166,070298104,Fountain Hills Middle School,31%,227
4247,070298000,Fountain Hills Unified District,5164,070298101,Four Peaks Elementary School,39%,277
4247,070298000,Fountain Hills Unified District,5165,070298102,McDowell Mountain Elementary School,44%,235
4273,070445000,Fowler Elementary District,5351,070445101,Fowler Elementary School,97%,729
4273,070445000,Fowler Elementary District,5353,070445103,Santa Maria Middle School,82%,725
4273,070445000,Fowler Elementary District,80315,070445104,Sun Canyon School,76%,649
4273,070445000,Fowler Elementary District,5352,070445102,Sunridge Elementary School,94%,672
4273,070445000,Fowler Elementary District,87521,070445107,Tuscano Elementary School,77%,695
4273,070445000,Fowler Elementary District,80915,070445105,Western Valley Elementary School,88%,697
4273,070445000,Fowler Elementary District,80916,070445106,Western Valley Middle School,84%,823
4195,030206000,Fredonia-Moccasin Unified District,4826,030206101,Fredonia Elementary School,77%,307
4303,078611000,"Friendly House, Inc.",6036,078611001,Friendly House Academia Del Pueblo Elem,98%,342
4505,140432000,Gadsden Elementary District,6187,140432105,Arizona Desert Elementary School,97%,713
4505,140432000,Gadsden Elementary District,79724,140432106,Cesar Chavez Elementary,96%,746
4505,140432000,Gadsden Elementary District,81096,140432108,Desert View Elementary,97%,740
4505,140432000,Gadsden Elementary District,81106,140432109,Ed Pastor Elementary 4,98%,318
4505,140432000,Gadsden Elementary District,6183,140432101,Gadsden Elementary School,97%,549
4505,140432000,Gadsden Elementary District,6184,140432102,Rio Colorado Elementary School,>=99%,820
4505,140432000,Gadsden Elementary District,6185,140432103,San Luis Middle School,>=99%,640
4505,140432000,Gadsden Elementary District,81105,140432107,Southwest Jr. High School,94%,698
4157,010220000,Ganado Unified School District,4725,010220101,Ganado Elementary School,77%,425
4157,010220000,Ganado Unified School District,4728,010220204,Ganado High School,75%,619
4157,010220000,Ganado Unified School District,4726,010220102,Ganado Intermediate School,78%,325
4157,010220000,Ganado Unified School District,4727,010220103,Ganado Middle School,76%,254
85892,102707000,Gap Ministries,87531,102707013,Splash 10,*,*
85892,102707000,Gap Ministries,85902,102707011,Splash House,*,*
85892,102707000,Gap Ministries,85894,102707003,Splash House 2,*,*
85892,102707000,Gap Ministries,85895,102707004,Splash House 3,*,*
85892,102707000,Gap Ministries,85896,102707005,Splash House 4,>80%,13
85892,102707000,Gap Ministries,85897,102707006,Splash House 5,*,*
85892,102707000,Gap Ministries,85899,102707008,Splash House 7,>80%,10
85892,102707000,Gap Ministries,85900,102707009,Splash House 8,>80%,10
85892,102707000,Gap Ministries,85901,102707010,Splash House 9,>80%,10
4238,070224000,Gila Bend Unified District,5018,070224001,Gila Bend Elementary,75%,540
80406,073901000,Gila Crossing Community School,80407,073901001,Gila Crossing Community School,83%,507
79992,058701000,Gila Educational Group dba Gila Preparatory Academy,79993,058701001,Gila Preparatory Academy High School,85-89%,64
4239,070241000,Gilbert Unified District,79181,070241161,Ashland Elementary,16%,893
4239,070241000,Gilbert Unified District,79630,070241162,Augusta Ranch Elementary,24%,1095
4239,070241000,Gilbert Unified District,79145,070241160,Boulder Creek Elementary,36%,745
4239,070241000,Gilbert Unified District,5030,070241147,Burk Elementary School,47%,491
4239,070241000,Gilbert Unified District,90124,070241214,Campo Verde High School,19%,1335
4239,070241000,Gilbert Unified District,79829,070241163,Canyon Rim Elementary,37%,1037
4239,070241000,Gilbert Unified District,79144,070241159,Carol Rae Ranch Elementary,24%,694
4239,070241000,Gilbert Unified District,79823,070241213,Desert Ridge High,26%,2534
4239,070241000,Gilbert Unified District,79629,070241124,Desert Ridge Jr. High,32%,1305
4239,070241000,Gilbert Unified District,5038,070241156,Finley Farms Elementary,25%,848
4239,070241000,Gilbert Unified District,81146,070241233,Gilbert Classical Academy - Closed,13%,313
4239,070241000,Gilbert Unified District,5023,070241140,Gilbert Elementary School,43%,699
4239,070241000,Gilbert Unified District,5039,070241210,Gilbert High School,23%,2783
4239,070241000,Gilbert Unified District,5020,070241120,Gilbert Junior High School,45%,709
4239,070241000,Gilbert Unified District,5024,070241141,Greenfield Elementary School,11%,641
4239,070241000,Gilbert Unified District,5022,070241122,Greenfield Junior High School,19%,954
4239,070241000,Gilbert Unified District,5033,070241150,Harris Elementary School,72%,513
4239,070241000,Gilbert Unified District,5040,070241211,Highland High School,15%,2980
4239,070241000,Gilbert Unified District,6006,070241123,Highland Jr High School,24%,1357
4239,070241000,Gilbert Unified District,88401,070241166,Highland Park Elementary,18%,930
4239,070241000,Gilbert Unified District,5029,070241146,Houston Elementary School,31%,591
4239,070241000,Gilbert Unified District,5028,070241145,Islands Elementary School,30%,646
4239,070241000,Gilbert Unified District,87533,070241165,Meridian,28%,970
4239,070241000,Gilbert Unified District,5032,070241149,Mesquite Elementary School,31%,759
4239,070241000,Gilbert Unified District,6007,070241212,Mesquite High School,22%,2472
4239,070241000,Gilbert Unified District,5021,070241121,Mesquite Jr High School,31%,901
4239,070241000,Gilbert Unified District,5026,070241143,Neely Traditional Academy,11%,845
4239,070241000,Gilbert Unified District,78918,070241157,Oak Tree Elementary,45%,677
4239,070241000,Gilbert Unified District,5025,070241142,Patterson Elementary School,27%,639
4239,070241000,Gilbert Unified District,5027,070241144,Pioneer Elementary School,29%,537
4239,070241000,Gilbert Unified District,5034,070241151,Playa del Rey Elementary School,28%,604
4239,070241000,Gilbert Unified District,89594,070241167,Quartz Hill Elementary,12%,812
4239,070241000,Gilbert Unified District,78919,070241158,Settlers Point Elementary,28%,738
4239,070241000,Gilbert Unified District,5036,070241154,Sonoma Ranch Elementary School,24%,626
4239,070241000,Gilbert Unified District,85847,070241125,South Valley Jr. High,20%,1197
4239,070241000,Gilbert Unified District,81145,070241164,Spectrum Elementary,25%,708
4239,070241000,Gilbert Unified District,5037,070241155,Superstition Springs Elementary,38%,698
4239,070241000,Gilbert Unified District,5035,070241152,Towne Meadows Elementary School,24%,785
4239,070241000,Gilbert Unified District,5031,070241148,Val Vista Lakes Elementary School,19%,605
4271,070440000,Glendale Elementary District,5340,070440109,Bicentennial North School,77%,904
4271,070440000,Glendale Elementary District,5343,070440112,Bicentennial South School,78%,723
4271,070440000,Glendale Elementary District,5342,070440111,Challenger Middle School,77%,927
4271,070440000,Glendale Elementary District,79782,070440115,Coyote Ridge,70%,1060
4271,070440000,Glendale Elementary District,5345,070440114,Desert Garden Elementary School,89%,831
4271,070440000,Glendale Elementary District,79815,070440116,Desert Spirit,71%,1038
4271,070440000,Glendale Elementary District,5344,070440113,Discovery School,80%,713
4271,070440000,Glendale Elementary District,5337,070440106,Don Mensendick School,93%,884
4271,070440000,Glendale Elementary District,5339,070440108,Glendale American School,67%,946
4271,070440000,Glendale Elementary District,5332,070440101,Glendale Landmark Middle School,90%,788
4271,070440000,Glendale Elementary District,5338,070440107,Glenn F Burton School,93%,720
4271,070440000,Glendale Elementary District,5334,070440103,Harold W Smith School,97%,963
4271,070440000,Glendale Elementary District,5341,070440110,Horizon School,66%,775
4271,070440000,Glendale Elementary District,5333,070440102,Isaac E Imes School,96%,567
4271,070440000,Glendale Elementary District,5335,070440104,Melvin E Sine School,88%,787
4271,070440000,Glendale Elementary District,79816,070440117,Sunset Vista,74%,1044
4271,070440000,Glendale Elementary District,7364,072167001,The Childrens Center for Neurodevelopmental Studies,60-69%,28
4271,070440000,Glendale Elementary District,5336,070440105,William C Jack School,94%,888
4285,070505000,Glendale Union High School District,5431,070505206,Apollo High School,52%,1859
4285,070505000,Glendale Union High School District,5429,070505204,Cortez High School,73%,1237
4285,070505000,Glendale Union High School District,5426,070505201,Glendale High School,76%,1655
4285,070505000,Glendale Union High School District,5433,070505208,Greenway High School,39%,1595
4285,070505000,Glendale Union High School District,5434,070505209,Independence High School,65%,1945
4285,070505000,Glendale Union High School District,5430,070505205,Moon Valley High School,53%,1536
4285,070505000,Glendale Union High School District,5427,070505202,Sunnyslope High School,51%,1820
4285,070505000,Glendale Union High School District,5432,070505207,Thunderbird High School,41%,1576
4285,070505000,Glendale Union High School District,5428,070505203,Washington High School,70%,1697
4208,040201000,Globe Unified District,4854,040201003,Copper Rim Elementary School,65%,722
4208,040201000,Globe Unified District,4855,040201004,Globe High School,40%,556
4208,040201000,Globe Unified District,85831,040201105,High Desert Middle School,63%,554
79539,211015000,Graham County Juvenile Detention,79588,211015001,AOC-Graham County Juvenile Detention Center,>=90%,31
4194,030204000,Grand Canyon Unified District,4824,030204001,Grand Canyon Elementary,51%,298
9691,094001000,"Greasewood Springs Community School, Inc.",80421,014012004,Greasewood Springs Community School,90-94%,196
79793,033903000,Greyhills Academy,4840,033904003,Greyhills Academy High School,72%,366
6369,108726000,Ha:san Educational Services,5872,108726001,Ha:san Preparatory & Leadership School,60-64%,157
80066,072701000,Hacienda INC,80069,072701003,Hacienda De Los Angeles,>=90%,38
80066,072701000,Hacienda INC,81197,072701005,Townly Group Home,*,*
80066,072701000,Hacienda INC,80071,072701004,Willow Group Home,*,*
4371,080303000,Hackberry School District,5570,080303002,Cedar Hills School,>=90%,22
79081,078998000,"Happy Valley School, Inc.",79095,078998001,Happy Valley School,20%,769
79501,148760000,"Harvest Power Community Development Group, Inc.",79513,148760101,Harvest Preparatory Academy,52%,1575
79501,148760000,"Harvest Power Community Development Group, Inc.",90277,148760102,"Harvest Preparatory Academy, San Luis AZ",86%,242
4212,040241000,Hayden-Winkelman Unified District,4873,040241004,Hayden High School,62%,222
4212,040241000,Hayden-Winkelman Unified District,4870,040241001,Winkelman Elementary School,70-74%,184
4392,090206000,Heber-Overgaard Unified District,5623,090206102,Capps Elementary School,65-69%,115
4392,090206000,Heber-Overgaard Unified District,5625,090206201,Mogollon High School,46%,224
4392,090206000,Heber-Overgaard Unified District,6053,090206101,Mountain Meadows Primary,65-69%,170
81076,078985000,Heritage Elementary School,89624,078985103,Heritage Elementary - Williams,50-54%,107
81076,078985000,Heritage Elementary School,81077,078985101,Heritage Elementary School,64%,1187
81076,078985000,Heritage Elementary School,78811,078784101,Liberty Traditional Charter School,76%,454
4248,070260000,Higley Unified School District,90315,070260108,Centennial Elementary School,18%,840
4248,070260000,Higley Unified School District,89580,070260107,Chaparral Elementary School,23%,1162
4248,070260000,Higley Unified School District,79227,070260102,Coronado Elementary School,16%,934
4248,070260000,Higley Unified School District,88422,070260106,Cortina Elementary,15%,1130
4248,070260000,Higley Unified School District,87487,070260105,Gateway Pointe Elementary,36%,942
4248,070260000,Higley Unified School District,79374,070260201,Higley High School,23%,1489
4248,070260000,Higley Unified School District,5168,070260101,Higley Traditional Academy,27%,621
4248,070260000,Higley Unified School District,80316,070260104,Power Ranch Elementary,23%,968
4248,070260000,Higley Unified School District,79375,070260103,San Tan Elementary,20%,999
4248,070260000,Higley Unified School District,89581,070260202,Williams Field High School,17%,1429
4328,078704000,"Hillcrest Academy, Inc.",5499,078704101,Hillcrest Academy,60-64%,110
80079,012702000,Hogon Hozhoni Christian School,80080,012702001,Hogon Hozhoni Christian School,>=90%,27
4389,090203000,Holbrook Unified District,5610,090203207,Holbrook High School,60%,683
4389,090203000,Holbrook Unified District,5609,090203106,Holbrook Junior High School,74%,373
