Sponsor Entity ID,Sponsor CTDS,Sponsor Name,Site EntityID,Site CTDS,Site Name,Percent Eligible for Meals,Total Enrolled as of Last Day in October
4403,100201000,Tucson Unified District,5705,100201311,Mission View Elementary School,97%,272
4403,100201000,Tucson Unified District,92239,100201521,Morgan Maxwell School,85%,406
4403,100201000,Tucson Unified District,5706,100201317,Myers-Ganoung Elementary School,94%,441
4403,100201000,Tucson Unified District,5744,100201525,Naylor Middle School,96%,590
4403,100201000,Tucson Unified District,5707,100201323,Ochoa Elementary School,96%,228
4403,100201000,Tucson Unified District,5758,100201620,Palo Verde High Magnet School,71%,950
4403,100201000,Tucson Unified District,5745,100201527,Pistor Middle School,81%,949
4403,100201000,Tucson Unified District,6264,100201674,Project More High School,75-79%,72
4403,100201000,Tucson Unified District,5708,100201329,Pueblo Gardens Elementary,94%,459
4403,100201000,Tucson Unified District,5759,100201630,Pueblo High Magnet School,83%,1488
4403,100201000,Tucson Unified District,5683,100201231,Raul Grijalva Elementary School,94%,727
4403,100201000,Tucson Unified District,5710,100201741,Richey Charter School,>=95%,44
4403,100201000,Tucson Unified District,5760,100201640,Rincon High School,43%,2110
4403,100201000,Tucson Unified District,5712,100201351,Robins Elementary School,42%,573
4403,100201000,Tucson Unified District,5713,100201353,Robison Elementary School,89%,366
4403,100201000,Tucson Unified District,5755,100201595,Roskruge Bilingual Magnet Middle School,76%,695
4403,100201000,Tucson Unified District,5761,100201645,Sabino High School,16%,1049
4403,100201000,Tucson Unified District,5746,100201535,Safford Engineering/Technology Magnet Middle School,87%,869
4403,100201000,Tucson Unified District,5762,100201650,Sahuaro High School,40%,1808
4403,100201000,Tucson Unified District,5689,100201257,Sam Hughes Elementary,31%,359
4403,100201000,Tucson Unified District,5763,100201655,Santa Rita High School,55%,897
4403,100201000,Tucson Unified District,5747,100201537,Secrist Middle School,71%,642
4403,100201000,Tucson Unified District,5721,100201410,Soleng Tom Elementary School,27%,514
4403,100201000,Tucson Unified District,5754,100201580,Southwest Alternative Middle School,>=90%,23
4403,100201000,Tucson Unified District,6272,100201676,Teenage Parent Program - TAPP,>=95%,69
4403,100201000,Tucson Unified District,5724,100201417,Tolson Elementary School,88%,370
4403,100201000,Tucson Unified District,5764,100201660,Tucson Magnet High School,59%,3203
4403,100201000,Tucson Unified District,5725,100201419,Tully Elementary Accelerated Magnet School,88%,428
4403,100201000,Tucson Unified District,5749,100201550,Utterback Middle School,88%,696
4403,100201000,Tucson Unified District,5751,100201557,Valencia Middle School,85%,983
4403,100201000,Tucson Unified District,5726,100201431,Van Buskirk Elementary School,95%,389
4403,100201000,Tucson Unified District,5728,100201435,Vesey Elementary School,81%,623
4403,100201000,Tucson Unified District,5719,100201395,W Arthur Sewel Elementary School,73%,307
4403,100201000,Tucson Unified District,5732,100201455,W V Whitmore Elementary School,69%,365
4403,100201000,Tucson Unified District,5730,100201443,Wheeler Elementary School,81%,503
80214,072704000,Tumbleweed Center for Youth,80215,072704001,Tumbleweed Group Home I,>=90%,30
80214,072704000,Tumbleweed Center for Youth,80216,072704002,Tumbleweed Group Home II,>80%,14
4277,070462000,Union Elementary District,89592,070462103,Dos Rios Elementary,86%,929
4277,070462000,Union Elementary District,87523,070462102,Hurley Ranch Elementary,86%,932
4277,070462000,Union Elementary District,5359,070462101,Union Elementary School,75-79%,145
4413,100220000,Vail Unified District,91168,100220711,Acacia Elementary School,31%,731
4413,100220000,Vail Unified District,91292,100220204,Andrada Polytechnic High School,30%,747
4413,100220000,Vail Unified District,79721,100220201,Cienega High School,26%,1862
4413,100220000,Vail Unified District,87470,100220110,Corona Foothills Middle School,30%,488
4413,100220000,Vail Unified District,79719,100220107,Cottonwood Elementary School,33%,661
4413,100220000,Vail Unified District,79720,100220108,Desert Sky Middle School,30%,750
4413,100220000,Vail Unified District,5851,100220713,Desert Willow Elementary School,31%,839
4413,100220000,Vail Unified District,87875,100220203,Empire High School,18%,758
4413,100220000,Vail Unified District,91169,100220712,Mesquite Elementary School,29%,679
4413,100220000,Vail Unified District,89575,100220112,Ocotillo Ridge Elementary,22%,705
4413,100220000,Vail Unified District,5850,100220715,Old Vail Middle School,31%,637
4413,100220000,Vail Unified District,90156,100220714,Rincon Vista Middle School,32%,619
4413,100220000,Vail Unified District,89749,100220113,Senita Valley Elementary School,22%,627
4413,100220000,Vail Unified District,80871,100220109,Sycamore Elementary School,32%,961
4413,100220000,Vail Unified District,10855,100220701,Vail Academy & High School,26%,475
4190,020522000,Valley Union High School District,4800,020522201,Valley Union High School,70-74%,130
4455,118707000,"Vechij Himdag Alternative School, Inc.",5952,118707001,Vechij Himdag MashchamakuD,75-79%,75
4162,010309000,Vernon Elementary District,4744,010309101,Vernon Elementary School,70-74%,96
4358,078757000,"Victory High School, Inc.",78822,078757202,Victory High School - Campus,>80%,17
91948,078224000,"Vista College Preparatory, Inc.",92177,078224001,Vista College Preparatory,>=95%,59
4260,070406000,Washington Elementary School District,5274,070406767,Abraham Lincoln Traditional School,49%,619
4260,070406000,Washington Elementary School District,5244,070406114,Acacia Elementary School,74%,812
4260,070406000,Washington Elementary School District,5245,070406116,Alta Vista Elementary School,85%,658
4260,070406000,Washington Elementary School District,5246,070406718,Arroyo Elementary School,76%,583
4260,070406000,Washington Elementary School District,5247,070406120,Cactus Wren Elementary School,79%,488
4260,070406000,Washington Elementary School District,5248,070406122,Chaparral Elementary School,67%,519
4260,070406000,Washington Elementary School District,5249,070406124,Cholla Middle School,78%,686
4260,070406000,Washington Elementary School District,5250,070406126,Desert Foothills Middle School,62%,651
4260,070406000,Washington Elementary School District,5251,070406128,Desert View Elementary School,90%,546
4260,070406000,Washington Elementary School District,7318,072120001,GOMPERS CENTER FOR THE HANDICA,>80%,17
4260,070406000,Washington Elementary School District,5252,070406130,Ironwood Elementary School,65%,563
4260,070406000,Washington Elementary School District,5253,070406131,John Jacobs Elementary School,68%,602
4260,070406000,Washington Elementary School District,5254,070406132,Lakeview Elementary School,82%,549
4260,070406000,Washington Elementary School District,85859,079106001,Latch School - CNP Washington ESD,51%,224
4260,070406000,Washington Elementary School District,5255,070406134,Lookout Mountain School,26%,992
4260,070406000,Washington Elementary School District,5256,070406136,Manzanita Elementary School,84%,862
4260,070406000,Washington Elementary School District,5257,070406138,Maryland Elementary School,83%,949
4260,070406000,Washington Elementary School District,5258,070406140,Moon Mountain School,82%,797
4260,070406000,Washington Elementary School District,5259,070406141,Mountain Sky Middle School,59%,740
4260,070406000,Washington Elementary School District,5260,070406142,Mountain View Elementary School,90%,1574
4260,070406000,Washington Elementary School District,5261,070406144,Ocotillo School,82%,846
4260,070406000,Washington Elementary School District,5262,070406746,Orangewood School,80%,1041
4260,070406000,Washington Elementary School District,5263,070406148,Palo Verde Middle School,86%,898
4260,070406000,Washington Elementary School District,5264,070406150,Richard E Miller School,86%,638
4260,070406000,Washington Elementary School District,5265,070406152,Roadrunner Elementary School,85%,788
4260,070406000,Washington Elementary School District,5266,070406754,Royal Palm Middle School,87%,721
4260,070406000,Washington Elementary School District,5267,070406156,Sahuaro School,79%,643
4260,070406000,Washington Elementary School District,5268,070406160,Shaw Butte School,88%,1118
4260,070406000,Washington Elementary School District,5269,070406162,Sunburst School,66%,670
4260,070406000,Washington Elementary School District,5271,070406164,Sunnyslope Elementary School,91%,851
4260,070406000,Washington Elementary School District,5272,070406165,Sunset School,80%,582
4260,070406000,Washington Elementary School District,5270,070406763,Sweetwater School,62%,530
4260,070406000,Washington Elementary School District,5273,070406166,Tumbleweed Elementary School,79%,514
4260,070406000,Washington Elementary School District,5275,070406168,Washington Elementary School,89%,1007
4504,140424000,Wellton Elementary District,6182,140424101,Wellton Elementary School,83%,302
4512,150419000,Wenden Elementary District,6200,150419101,Wenden Elementary School,85-89%,113
79497,078935000,"West Gilbert Charter Elementary School, Inc.",79508,078935102,Imagine West Gilbert Elementary,32%,445
79990,078974000,"West Gilbert Charter Middle School, Inc.",79991,078974101,Imagine West Gilbert Middle,40-44%,100
90036,078548000,"West Valley Arts and Technology Academy, Inc.",90037,078548101,Riverbend Prep,78%,347
4394,090220000,Whiteriver Unified District,5637,090220204,Alchesay High School,84%,519
4394,090220000,Whiteriver Unified District,5635,090220103,Canyon Day Junior High School,87%,367
4394,090220000,Whiteriver Unified District,5636,090220106,Cradleboard School,79%,314
4394,090220000,Whiteriver Unified District,79698,090220107,Seven Mile School,92%,536
4394,090220000,Whiteriver Unified District,5633,090220101,Whiteriver Elementary,87%,541
4236,070209000,Wickenburg Unified District,89676,070209104,Festival Foothills Elementary School,37%,251
4236,070209000,Wickenburg Unified District,6001,070209702,Hassayampa Elementary School,73%,395
4236,070209000,Wickenburg Unified District,4986,070209703,Vulture Peak Middle School,61%,269
4236,070209000,Wickenburg Unified District,4987,070209201,Wickenburg High School,49%,654
80222,014010000,Wide Ruins Community School,80223,014012003,Wide Ruins Community School,87%,1130
4170,020213000,Willcox Unified District,4755,020213101,Willcox Elementary School,78%,472
4170,020213000,Willcox Unified District,4757,020213201,Willcox High School,48%,376
4170,020213000,Willcox Unified District,4756,020213102,Willcox Middle School,75%,358
4193,030202000,Williams Unified District,4822,030202102,Williams Elementary/Middle School,70%,430
4193,030202000,Williams Unified District,4823,030202201,Williams High School,55-59%,193
4261,070407000,Wilson Elementary District,5276,070407101,Wilson Elementary School,97%,651
4261,070407000,Wilson Elementary District,5277,070407102,Wilson Primary School,97%,714
4154,010208000,Window Rock Unified District,85882,010208116,Tsehootsooi Dine Bi'Olta,76%,237
4154,010208000,Window Rock Unified District,4714,010208110,Tsehootsooi Intermediate Learning Center,79%,421
4154,010208000,Window Rock Unified District,4716,010208115,Tsehootsooi Middle School,72%,344
4154,010208000,Window Rock Unified District,4715,010208112,Tsehootsooi Primary Learning Center,81%,631
4154,010208000,Window Rock Unified District,4717,010208201,Window Rock High School,78%,610
80224,092701000,Winslow Residential Hall,80225,092701001,Winslow Residential Hall,80-84%,146
4387,090201000,Winslow Unified District,5600,090201102,Bonnie Brennan School,59%,337
4387,090201000,Winslow Unified District,5601,090201103,Jefferson Elementary School,68%,389
4387,090201000,Winslow Unified District,5602,090201104,Washington School,75%,340
4387,090201000,Winslow Unified District,5604,090201206,Winslow High School,58%,704
4387,090201000,Winslow Unified District,5603,090201105,Winslow Junior High School,67%,333
4485,130352000,Yarnell Elementary District,6121,130352101,Yarnell Elementary School,70-79%,32
79533,211024000,Yavapai County Juvenile Detention,79551,211024001,AOC-Yavapai County Juvenile Detention Center,>=90%,28
4213,040305000,Young Elementary District,4874,040305001,Young Elementary School,>80%,14
4213,040305000,Young Elementary District,4875,040305002,Young High School,80-89%,23
7351,072155000,YOUTH DEVELOPMENT INSTITUTE,7352,072155001,YOUTH DEVELOPMENT INSTITUTE,>=98%,122
4377,080313000,Yucca Elementary District,5582,080313101,Yucca Elementary School,80-89%,28
10165,141001000,Yuma County Juvenile Court Center,10166,141001001,Yuma County Juvenile Court Center,>=90%,31
4499,140401000,Yuma Elementary District,6147,140401101,Alice Byrne Elementary School,56%,342
4499,140401000,Yuma Elementary District,6149,140401103,C W Mcgraw Elementary School,87%,637
4499,140401000,Yuma Elementary District,6163,140401124,Castle Dome Middle School,53%,806
4499,140401000,Yuma Elementary District,6159,140401113,Desert Mesa Elementary School,56%,668
4499,140401000,Yuma Elementary District,6160,140401121,Fourth Avenue Junior High School,86%,376
4499,140401000,Yuma Elementary District,6148,140401102,George Washington Carver Elementary School,96%,458
4499,140401000,Yuma Elementary District,6161,140401122,Gila Vista Jr High School,69%,519
4499,140401000,Yuma Elementary District,6156,140401110,James B Rolle School,55%,591
4499,140401000,Yuma Elementary District,6158,140401112,Mary A Otondo Elementary School,56%,739
4499,140401000,Yuma Elementary District,6152,140401106,O C Johnson School,83%,511
4499,140401000,Yuma Elementary District,6153,140401107,Palmcroft Elementary School,70%,636
4499,140401000,Yuma Elementary District,6154,140401108,Pecan Grove Elementary School,98%,438
4499,140401000,Yuma Elementary District,6162,140401123,R Pete Woodard Jr High School,67%,745
4499,140401000,Yuma Elementary District,85840,140401125,Ron Watson Middle School,56%,418
4499,140401000,Yuma Elementary District,6155,140401109,Roosevelt School,90%,353
4499,140401000,Yuma Elementary District,87622,140401114,Sunrise Elementary School,49%,657
4509,148758000,"Yuma Private Industry Council, Inc.",6193,148758201,Educational Opportunity Center,90-94%,107
4507,140570000,Yuma Union High School District,6191,140570203,Cibola High School,63%,2578
4507,140570000,Yuma Union High School District,89576,140570207,Gila Ridge High School,45%,1814
4507,140570000,Yuma Union High School District,6190,140570202,Kofa High School,72%,2180
4507,140570000,Yuma Union High School District,80409,140570205,San Luis High School,83%,2605
4507,140570000,Yuma Union High School District,6302,140570204,Vista Alternative School,75%,210
4507,140570000,Yuma Union High School District,6189,140570201,Yuma High School,70%,1340
